,caseId,caseName,assetsClassifyCode,assetsClassifyName,assetsTypes,lawsReference,longitude,latitude,addresses,govInstitution,govDeptName,govDeptAddress,govDeptPhone,caseUrl,announcementList
621,19851113000001,鳳山龍山寺,1.1.1,國定古蹟,"[{'code': 'A2', 'name': '寺廟'}]",文化資產保存法,120.362093066459,22.6207347330837,"[{'itemNo': 1, 'cityName': '高雄市', 'distName': '鳳山區', 'address': '和德里中山路7號'}]",文化部,文化資產局,臺中市南區復興路三段362號,04-22295848,"<a href=""http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19851113000001"" target=""_blank"">http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19851113000001</a>","[{'classification': '指定/登錄', 'officialDocNo': '文建壹字第4499號', 'registerDate': '1985-11-13 11:07:17.0'}]"
622,19851113000002,鳳儀書院,1.1.2,直轄市定古蹟,"[{'code': 'A8', 'name': '書院'}]",<<古蹟指定及廢止審查辦法>>第2條第1項第1、2、4、5款,120.359501,22.627162,"[{'itemNo': 1, 'cityName': '高雄市', 'distName': '鳳山區', 'address': '鳳崗里鳳明街62號'}]",高雄市政府文化局,文化資產中心,高雄市苓雅區五福一路67號,(07)222-5136分機8725,"<a href=""http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19851113000002"" target=""_blank"">http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19851113000002</a>","[{'classification': '指定/登錄', 'officialDocNo': '府文資字第○九三○○七六七七八Ａ號', 'registerDate': '2004-05-24 00:00:00.0'}]"
623,19880226000004,鳳山縣城殘蹟,1.1.2,直轄市定古蹟,"[{'code': 'A4', 'name': '城郭'}]",<<古蹟指定及廢止審查辦法>>第2條第1項第1、4、5款,120.356489283891,22.6277579880688,"[{'itemNo': 1, 'cityName': '高雄市', 'distName': '鳳山區', 'address': '高雄市鳳山區三民路44巷內(東便門)；鳯山區中山路5巷內(訓風砲台)；鳳山區曹公路曹公廟後方(平成砲台)；鳳山區復興街與立志街口 (澄瀾砲台)'}]",高雄市政府文化局,文化資產中心,高雄市苓雅區 五福一路67號,(07)222-5136分機8529,"<a href=""http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19880226000004"" target=""_blank"">http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19880226000004</a>","[{'classification': '指定/登錄', 'officialDocNo': '台(77)內民字第564863號', 'registerDate': '2007-10-25 00:00:00.0'}]"
624,19981231000001,竹寮取水站,1.1.2,直轄市定古蹟,"[{'code': 'A16', 'name': '產業'}]",<<古蹟指定及廢止審查辦法>>第2條第1項第1、2、5款,120.426310069871,22.6680962714649,"[{'itemNo': 1, 'cityName': '高雄市', 'distName': '大樹區', 'address': '高雄市大樹區竹寮路47號'}]",高雄市政府文化局,文化資產中心,高雄市苓雅區 五福一路67號,(07)222-5136分機8128,"<a href=""http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19981231000001"" target=""_blank"">http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19981231000001</a>","[{'classification': '指定/登錄', 'officialDocNo': '87府民禮字第256025號', 'registerDate': '1998-12-31 14:04:38.0'}]"
625,20000531000002,旗山國小,1.1.2,直轄市定古蹟,"[{'code': 'A99', 'name': '其他設施', 'other': '學校'}]",<<古蹟指定及廢止審查辦法>>第2條第1項第1、4、5款,120.480624,22.888263,"[{'itemNo': 1, 'cityName': '高雄市', 'distName': '旗山區', 'address': '湄洲里華中街十鄰44號'}]",高雄市政府文化局,文化資產中心,高雄市苓雅區五福一路67號,(07)222-5136分機8537,"<a href=""http://nchdb.boch.gov.tw/assets/advanceSearch/monument/20000531000002"" target=""_blank"">http://nchdb.boch.gov.tw/assets/advanceSearch/monument/20000531000002</a>","[{'classification': '指定/登錄', 'officialDocNo': '府文資字第0990277917 號', 'registerDate': '2010-12-02 00:00:00.0'}]"
626,20060620000001,美濃水橋,1.1.2,直轄市定古蹟,"[{'code': 'A15', 'name': '橋樑'}]",<<古蹟指定及廢止審查辦法>>第2條第1項第1、2、5款,120.537010911964,22.898273436995,"[{'itemNo': 1, 'cityName': '高雄市', 'distName': '美濃區', 'address': '高雄市美濃區永安路旁'}]",高雄市政府文化局,文化資產中心,高雄市苓雅區五福一路67號,(07)222-5136分機8521,"<a href=""http://nchdb.boch.gov.tw/assets/advanceSearch/monument/20060620000001"" target=""_blank"">http://nchdb.boch.gov.tw/assets/advanceSearch/monument/20060620000001</a>","[{'classification': '指定/登錄', 'officialDocNo': '府文資字第0950140946A號', 'registerDate': '2006-06-20 13:58:38.0'}]"
627,20000531000005,金瓜寮聖蹟亭,1.1.2,直轄市定古蹟,"[{'code': 'A99', 'name': '其他設施', 'other': '敬字亭'}]",<<古蹟指定及廢止審查辦法>>第2條第1項第1、3、4款,120.525377638982,22.8744465702188,"[{'itemNo': 1, 'cityName': '高雄市', 'distName': '美濃區', 'address': '德興里上興路121號'}]",高雄市政府文化局,文化資產中心,高雄市苓雅區五福一路67號,(07)222-5136分機8321,"<a href=""http://nchdb.boch.gov.tw/assets/advanceSearch/monument/20000531000005"" target=""_blank"">http://nchdb.boch.gov.tw/assets/advanceSearch/monument/20000531000005</a>","[{'classification': '指定/登錄', 'officialDocNo': '八九府文資字第000八二一0八號', 'registerDate': '2000-05-31 00:00:00.0'}]"
628,19981231000003,龍肚庄里社真官伯公,1.1.2,直轄市定古蹟,"[{'code': 'A99', 'name': '其他設施', 'other': '伯公'}]",<<古蹟指定及廢止審查辦法>>第2條第1項第1、3、4款,120.566745996952,22.8801803158299,"[{'itemNo': 1, 'cityName': '高雄市', 'distName': '美濃區', 'address': '龍肚里'}]",高雄市政府文化局,文化資產中心,高雄市苓雅區五福一路67號,(07)222-5136分機8521,"<a href=""http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19981231000003"" target=""_blank"">http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19981231000003</a>","[{'classification': '指定/登錄', 'officialDocNo': '87府民禮字第256025號', 'registerDate': '1998-12-31 00:00:00.0'}]"
629,19981231000005,九芎林里社貞官伯公,1.1.2,直轄市定古蹟,"[{'code': 'A99', 'name': '其他設施', 'other': '伯公'}]",<<古蹟指定及廢止審查辦法>>第2條第1項第1、3款,120.573303019807,22.9101948461903,"[{'itemNo': 1, 'cityName': '高雄市', 'distName': '美濃區', 'address': '廣林里'}]",高雄市政府文化局,文化資產中心,高雄市苓雅區五福一路67號,(07)222-5136分機8521,"<a href=""http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19981231000005"" target=""_blank"">http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19981231000005</a>","[{'classification': '指定/登錄', 'officialDocNo': '87府民禮字第256025號', 'registerDate': '1998-12-31 00:00:00.0'}]"
630,19910524000002,瀰濃庄敬字亭,1.1.2,直轄市定古蹟,"[{'code': 'A99', 'name': '其他設施', 'other': '敬字亭'}]",<<古蹟指定及廢止審查辦法>>第2條第1項第1、3、4款,120.53388230497,22.9021817099715,"[{'itemNo': 1, 'cityName': '高雄市', 'distName': '美濃區', 'address': '中山路與永安路口'}]",高雄市政府文化局,文化資產中心,高雄市苓雅區五福一路67號,(07)222-5136分機8521,"<a href=""http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19910524000002"" target=""_blank"">http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19910524000002</a>","[{'classification': '指定/登錄', 'officialDocNo': '高市府文資字第10530197300號', 'registerDate': '2016-02-17 00:00:00.0'}]"
631,20031028000001,竹仔門電廠,1.1.1,國定古蹟,"[{'code': 'A16', 'name': '產業'}]",文化資產保存法第29條及其施行細則第42條(71年(1982)公佈)。,120.586336,22.869468,"[{'itemNo': 1, 'cityName': '高雄市', 'distName': '美濃區', 'address': '高雄市美濃區獅山里竹門20號'}]",文化部,文化資產局,臺中市南區復興路三段362號,04-22177777,"<a href=""http://nchdb.boch.gov.tw/assets/advanceSearch/monument/20031028000001"" target=""_blank"">http://nchdb.boch.gov.tw/assets/advanceSearch/monument/20031028000001</a>","[{'classification': '指定/登錄', 'officialDocNo': '台內民字第09200083113號', 'registerDate': '2003-10-28 14:15:45.0'}]"
632,20101202000001,龍肚鍾富郎派下夥房、伯公及菸樓,1.1.2,直轄市定古蹟,"[{'code': 'A3', 'name': '宅第'}]",<<古蹟指定及廢止審查辦法>>第2條第1項第1、2款,120.568871,22.875457,"[{'itemNo': 1, 'cityName': '高雄市', 'distName': '美濃區', 'address': '高雄市美濃區獅山街14號'}]",高雄市政府文化局,文化資產中心,高雄市苓雅區五福一路67號,(07)222-5136分機8521,"<a href=""http://nchdb.boch.gov.tw/assets/advanceSearch/monument/20101202000001"" target=""_blank"">http://nchdb.boch.gov.tw/assets/advanceSearch/monument/20101202000001</a>","[{'classification': '指定/登錄', 'officialDocNo': '府文資字第0990277916號', 'registerDate': '2010-12-03 00:00:00.0'}]"
633,19911123000003,甲仙鎮海軍墓,1.1.2,直轄市定古蹟,"[{'code': 'A12', 'name': '墓葬'}]",<<古蹟指定及廢止審查辦法>>第2條第1項第1、2、4款,120.639026221624,23.1540100618267,"[{'itemNo': 1, 'cityName': '高雄市', 'distName': '甲仙區', 'address': '五里路58號前方果園'}]",高雄市政府文化局,文化資產中心,高雄市苓雅區五福一路67號,(07)222-5136分機8537,"<a href=""http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19911123000003"" target=""_blank"">http://nchdb.boch.gov.tw/assets/advanceSearch/monument/19911123000003</a>","[{'classification': '指定/登錄', 'officialDocNo': '台（80）內民字第8079470號', 'registerDate': '1991-11-23 14:00:33.0'}]"
